Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
AQXRRR9X,journalArticle,1994,"Lyons, D. Barry",Development of the Arboreal Stages of the Pine False Webworm (Hymenoptera: Pamphiliidae),Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/23.4.846,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/23.4.846,,1994-08-01,2025-06-06 14:30:29,2025-06-06 14:30:29,2025-06-06 14:30:29,846-854,,4,23,,,Development of the Arboreal Stages of the Pine False Webworm (Hymenoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF388R65,journalArticle,1987,"Salom, S. M.; Stephen, F. M.; Thompson, L. C.","Development Rates and a Temperature-dependent Model of Pales Weevil, Hylobius pales (Herbst), Development",Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/16.4.956,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/16.4.956,,1987-08-01,2025-06-06 14:46:51,2025-06-06 14:46:51,2025-06-06 14:46:51,956-962,,4,16,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI22VYS4,journalArticle,2001,"Teixeira, Luís A. F.; Polavarapu, Sridhar",Postdiapause Development and Prediction of Emergence of Female Blueberry Maggot (Diptera: Tephritidae),Environmental Entomology,,"0046-225X, 1938-2936",10.1603/0046-225X-30.5.925,https://academic.oup.com/ee/article-lookup/doi/10.1603/0046-225X-30.5.925,,2001-10-01,2025-06-06 14:54:53,2025-06-06 14:54:53,2025-06-06 14:54:53,925-931,,5,30,,Environ Entomol,Postdiapause Development and Prediction of Emergence of Female Blueberry Maggot (Diptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLUA3VDL,journalArticle,1995,"Wagner, Terence L.","Temperature-Dependent Development, Mortality, and Adult Size of Sweetpotato Whitefly Biotype B (Homoptera: Aleyrodidae) on Cotton",Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/24.5.1179,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/24.5.1179,,1995-10-01,2025-06-06 14:58:15,2025-06-06 14:58:15,2025-06-06 14:58:15,1179-1188,,5,24,,,"Temperature-Dependent Development, Mortality, and Adult Size of Sweetpotato Whitefly Biotype B (Homoptera",,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REKSVRLA,journalArticle,1987,"Wagner, Terence L.; Fargo, W. Scott; Flamm, Richard O.; Coulson, Robert N.; Pulley, Paul E.",Development and Mortality of Ips calligraphus (Coleoptera: Scolytidae) at Constant Temperatures,Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/16.2.484,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/16.2.484,,1987-04-01,2025-06-06 15:04:12,2025-06-06 15:04:12,2025-06-06 15:04:12,484-496,,2,16,,,Development and Mortality of Ips calligraphus (Coleoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIHKK6LX,journalArticle,1988,"Wagner, Terence L.; Hennier, Patricia B.; Flamm, Richard O.; Coulson, Robert N.",Development and Mortality of Ips avulsus (Coleoptera: Scolytidae) at Constant Temperatures1,Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/17.2.181,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/17.2.181,,1988-04-01,2025-06-06 15:11:01,2025-06-06 15:11:01,2025-06-06 15:11:01,181-191,,2,17,,,Development and Mortality of Ips avulsus (Coleoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIPGLTCF,journalArticle,2001,"Wang, J.J.; Tsai, J.H.","Development, survival and reproduction of black citrus aphid, <i>Toxoptera aurantii</i> (Hemiptera: Aphididae), as a function of temperature",Bulletin of Entomological Research,,"0007-4853, 1475-2670",10.1079/BER2001120,https://www.cambridge.org/core/product/identifier/S0007485301000530/type/journal_article,"Abstract                            The development, survival, and reproduction of the black citrus aphid               Toxoptera aurantii               (Boyer de Fonscolombe) were evaluated at ten constant temperatures (4, 7, 10, 15, 20, 25, 28, 30, 32 and 35°C). Development was limited at 4 and 35°C. Between 7 and 32°C, developmental periods of immature stages varied from 44.2 days at 7°C to 5.3 days at 28°C. Overall immature development required 129.9 degree-days above 3.8°C. The upper temperature thresholds of 32.3, 28.6, 29.3, 27.2, and 28.6°C were determined from a non-linear biophysical model for the development of instars 1–4 and overall immature stages, respectively. Immature survivorship varied from 82.1 to 97.7% within the temperature range of 10–30°C. However, immature survivorship was reduced to 26.3%at 7°C and 33.1% at 32°C. Mean adult longevity was the longest (44.2 days) at 15°C and the shortest (6.2 days) at 32°C. The predicted upper temperature limit for adult survivorship was at 32.3°C. Total nymph production increased from 16.3 nymphs per female at 10°C to 58.7 nymphs per female at 20°C, declining to 6.1 nymphs per female at 32°C. The estimation of lower and upper temperature limits for reproduction was at 8.2 and 32.5°C, respectively. The population reared at 28°C had the highest intrinsic rate of increase (0.394), the shortest population doubling time (1.8 days), and shortest mean generation time (9.5 days) compared with the populations reared at six other temperatures. The population reared at 20°C had the highest net reproductive rate (54.6). The theoretical lower and upper temperature limits for population development, survival and reproduction were estimated at 9.4 and 30.4°C, respectively. The biology of               T. aurantii               was also compared with three other citrus aphid species.",2001-12,2025-06-06 15:20:31,2025-06-06 15:20:31,2025-06-06 15:20:31,477-487,,6,91,,Bull. Entomol. Res.,"Development, survival and reproduction of black citrus aphid, <i>Toxoptera aurantii</i> (Hemiptera",,,,,,,en,https://www.cambridge.org/core/terms,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMVYETG,journalArticle,1989,"Weseloh, Ronald M.","Temperature-Based Models of Development for the Gypsy Moth (Lepidoptera: Lymantriidae) Predator,Calosoma sycophanta(Coleoptera: Carahidae)",Environmental Entomology,,"1938-2936, 0046-225X",10.1093/ee/18.6.1105,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/18.6.1105,,1989-12-01,2025-06-06 15:34:50,2025-06-06 15:34:50,2025-06-06 15:34:50,1105-1111,,6,18,,,Temperature-Based Models of Development for the Gypsy Moth (Lepidoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3TZABS2X,journalArticle,2004,"Kim, J. S.; Kim, Y. H.; Kim, J. H; Byeon, Y. W.; Kim, K. H.","Temperature-dependent development and its model of the melon aphid, Aphis gossypii Glover (Homoptera: Aphididae)",Korean journal of applied entomology,,,,,,2004,2025-06-10 14:36:19,2025-06-10 14:38:38,,111-116,,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6RANZUZ5,journalArticle,1996,Woodson W.D.; J.J. Jackson; M. M. Ellsbury,Northern Corn Rootworm (Coleoptera: Chrysomelidae) Temperature Requirements for Egg Development,Annals of the Entomological Society of America,,,10.1093/aesa/89.6.898,,,1996,2025-06-11 07:29:13,2025-06-11 07:32:37,,898–903,,6,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU5KC2T5,journalArticle,1991,"Bentz, Barbara J.; Logan, Jesse A.; Amman, Gene D.",TEMPERATURE-DEPENDENT DEVELOPMENT OF THE MOUNTAIN PINE BEETLE (COLEOPTERA: SCOLYTIDAE) AND SIMULATION OF ITS PHENOLOGY,The Canadian Entomologist,,"0008-347X, 1918-3240",10.4039/Ent1231083-5,https://www.cambridge.org/core/product/identifier/S0008347X00024457/type/journal_article,"Abstract                            Temperature-dependent development of the egg, larval, and pupal life-stages of the mountain pine beetle (               Dendroctonus ponderosae               Hopkins) was described using data from constant-temperature laboratory experiments. A phenology model describing the effect of temperature on the temporal distribution of the life-stages was developed using these data. Phloem temperatures recorded in a beetle-infested lodgepole pine (               Pinus contorta               Douglas) were used as input to run the model. Results from model simulations suggest that inherent temperature thresholds in each life-stage help to synchronize population dynamics with seasonal climatic changes. This basic phenological information and the developed model will facilitate both research and management endeavors aimed at reducing losses in lodgepole pine stands caused by mountain pine beetle infestations.                        ,              Résumé                            On trouvera ici la description du développement de l’oeuf, de la larve et de la nymphe sous l’influence de la température chez le Dendroctone du Pin ponderosa (               Dendroctonus ponderosae               Hopkins), description élaborée à la suite d’observations en laboratoire dans des conditions constantes de température. Les données ont également servi à construire un modèle de la phénologie de l’insecte qui tient compte de l’effet de la température sur la répartition temporelle des divers stades. Les températures du phloème enregistrées dans un Pin ponderosa infesté de coléoptères ont été intégrées au modèle. Les résultats des simulations indiquent que les seuils thermiques inhérents à chacun des stades contribuent à synchroniser la dynamique de la population avec les changements climatiques saisonniers. Cette information phénologique de base et le modèle que nous avons mis au point faciliteront les tentatives de recherche et d’aménagement entreprises dans le but de limiter, dans les forêts de Pins ponderosa, les pertes occasionnées par les infestations de dendroctones.                          [Traduit par la rédaction]",1991-10,2025-06-06 15:47:23,2025-06-06 15:47:23,2025-06-06 15:47:23,1083-1094,,5,123,,Can Entomol,TEMPERATURE-DEPENDENT DEVELOPMENT OF THE MOUNTAIN PINE BEETLE (COLEOPTERA,,,,,,,en,https://www.cambridge.org/core/terms,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R3QJ88GL,journalArticle,2002,"Liu, Shu-Sheng; Chen, Fei-Zhou; Zalucki, Myron P.",Development and Survival of the Diamondback Moth (Lepidoptera: Plutellidae) at Constant and Alternating Temperatures,Environmental Entomology,,"0046-225X, 1938-2936",10.1603/0046-225X-31.2.221,https://academic.oup.com/ee/article-lookup/doi/10.1603/0046-225X-31.2.221,,2002-04-01,2025-06-06 15:56:22,2025-06-06 15:56:22,2025-06-06 15:56:22,221-231,,2,31,,Environ Entomol,Development and Survival of the Diamondback Moth (Lepidoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVHX7VUE,journalArticle,,Liu,,,,,https://doi.org/10.1017/S0007485399000073,,,,2025-06-06 16:21:56,2025-06-06 16:22:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RJUH9RW,journalArticle,2013,"Gu, Hui-Yeon; Kim, Seon-Gon; O, Hyeong-Geun; Kim, Jeong-Eun; Choi, Deok-Soo; Kim, Do-Ik; Kim, Iksoo","Temperature-dependent Development Model of Larvae of Mealworm beetle, Tenebrio molitor L. (Coleoptera: Tenebrionidae)",Korean journal of applied entomology,,,10.5656/KSAE.2013.11.0.066,https://doi.org/10.5656/KSAE.2013.11.0.066,,2013-12-01,2025-06-10 11:37:51,2025-06-10 11:37:51,2025-06-10 11:37:51,387-394,,4,52,,,"Temperature-dependent Development Model of Larvae of Mealworm beetle, Tenebrio molitor L. (Coleoptera",,,,,,,,,,,,DOI.org (CSL JSON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q76IW6PI,journalArticle,2014,"Park, Hong-Hyun; Ahn, Jeong Joon; Park, Chang-Gyu",Temperature-dependent development of Cnaphalocrocis medinalis Guenée (Lepidoptera: Pyralidae) and their validation in semi-field condition,Journal of Asia-Pacific Entomology,,12268615,10.1016/j.aspen.2013.11.003,https://linkinghub.elsevier.com/retrieve/pii/S1226861513001106,,2014-03,2025-06-10 11:45:11,2025-06-10 11:45:11,2025-06-10 11:45:11,83-91,,1,17,,Journal of Asia-Pacific Entomology,Temperature-dependent development of Cnaphalocrocis medinalis Guenée (Lepidoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
